[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [gmean] 2026-07-21T09:57:19 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_rank/best_final_horizon/q_typed_trust_context/alpha_0p10_decay_16
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [gmean] 2026-07-21T09:57:19 budgets=iscas99__b15_1:278
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [gmean] 2026-07-21T09:57:19 variant_start id=greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [gmean] 2026-07-21T09:57:19 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_trust_context
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=137 node=N7401 type=observe q_typed_trust_context=1.433525 sequence=337.735397
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=138 node=N2149 type=observe q_typed_trust_context=1.807932 sequence=339.543329
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=139 node=N3681 type=control0 q_typed_trust_context=1.482618 sequence=341.025946
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=140 node=N5878 type=observe q_typed_trust_context=1.897352 sequence=342.923298
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=141 node=N7614 type=observe q_typed_trust_context=1.345680 sequence=344.268978
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=142 node=N7421 type=control1 q_typed_trust_context=1.835104 sequence=346.104082
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=143 node=N1411 type=control0 q_typed_trust_context=1.204994 sequence=347.309076
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=144 node=N2102 type=observe q_typed_trust_context=1.023299 sequence=348.332375
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=145 node=N712 type=observe q_typed_trust_context=1.652249 sequence=349.984623
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=146 node=N7424 type=control1 q_typed_trust_context=1.216108 sequence=351.200732
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=147 node=N3295 type=control1 q_typed_trust_context=0.839863 sequence=352.040594
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=148 node=N630 type=control1 q_typed_trust_context=0.956207 sequence=352.996801
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=149 node=N642 type=control1 q_typed_trust_context=1.167631 sequence=354.164432
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=150 node=N649 type=control1 q_typed_trust_context=1.182690 sequence=355.347122
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=151 node=N5874 type=observe q_typed_trust_context=0.994228 sequence=356.341351
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=152 node=N3525 type=control1 q_typed_trust_context=0.949429 sequence=357.290780
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=153 node=N3410 type=control1 q_typed_trust_context=0.852120 sequence=358.142900
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=154 node=N7385 type=observe q_typed_trust_context=0.759801 sequence=358.902701
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=155 node=N1607 type=control1 q_typed_trust_context=1.006508 sequence=359.909210
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=156 node=N3180 type=control1 q_typed_trust_context=0.955122 sequence=360.864332
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=157 node=N647 type=control1 q_typed_trust_context=1.238878 sequence=362.103209
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=158 node=N6534 type=observe q_typed_trust_context=0.743878 sequence=362.847087
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=159 node=N1586 type=control1 q_typed_trust_context=1.468175 sequence=364.315262
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=160 node=N723 type=observe q_typed_trust_context=1.044997 sequence=365.360260
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=161 node=N714 type=observe q_typed_trust_context=1.212545 sequence=366.572805
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=162 node=N725 type=observe q_typed_trust_context=1.409921 sequence=367.982726
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=163 node=N715 type=observe q_typed_trust_context=1.579180 sequence=369.561906
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=164 node=N7436 type=observe q_typed_trust_context=1.173781 sequence=370.735687
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=165 node=N5740 type=observe q_typed_trust_context=2.395172 sequence=373.130860
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=166 node=N3467 type=control1 q_typed_trust_context=2.432262 sequence=375.563122
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=167 node=N2652 type=control1 q_typed_trust_context=1.047170 sequence=376.610292
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=168 node=N7454 type=observe q_typed_trust_context=1.316213 sequence=377.926505
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=169 node=N703 type=observe q_typed_trust_context=1.179806 sequence=379.106311
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=170 node=N2721 type=control1 q_typed_trust_context=1.138525 sequence=380.244836
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=171 node=N6678 type=observe q_typed_trust_context=0.312607 sequence=380.557443
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=172 node=N5473 type=observe q_typed_trust_context=1.502627 sequence=382.060070
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=173 node=N705 type=observe q_typed_trust_context=2.240927 sequence=384.300997
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=174 node=N2894 type=control1 q_typed_trust_context=2.163925 sequence=386.464923
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=175 node=N2952 type=control1 q_typed_trust_context=1.695617 sequence=388.160539
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=176 node=N1987 type=observe q_typed_trust_context=1.128536 sequence=389.289076
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=177 node=N2580 type=control1 q_typed_trust_context=1.181963 sequence=390.471039
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=178 node=N5422 type=observe q_typed_trust_context=1.073164 sequence=391.544203
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=179 node=N2779 type=control1 q_typed_trust_context=1.640150 sequence=393.184352
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=180 node=N706 type=observe q_typed_trust_context=1.943823 sequence=395.128175
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=181 node=N7405 type=observe q_typed_trust_context=1.736029 sequence=396.864204
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=182 node=N7414 type=control1 q_typed_trust_context=1.259541 sequence=398.123745
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=183 node=N6685 type=observe q_typed_trust_context=0.566331 sequence=398.690076
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=184 node=N679 type=observe q_typed_trust_context=6.132010 sequence=404.822086
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=185 node=N5456 type=observe q_typed_trust_context=6.993098 sequence=411.815184
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=186 node=N5439 type=observe q_typed_trust_context=6.352302 sequence=418.167486
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=187 node=N1879 type=observe q_typed_trust_context=6.202759 sequence=424.370244
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=188 node=N7873 type=control1 q_typed_trust_context=3.117656 sequence=427.487900
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=189 node=N2151 type=observe q_typed_trust_context=6.302237 sequence=433.790136
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=190 node=N7439 type=observe q_typed_trust_context=2.388492 sequence=436.178629
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=191 node=N6682 type=observe q_typed_trust_context=1.824621 sequence=438.003249
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=192 node=N5390 type=observe q_typed_trust_context=3.707230 sequence=441.710480
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=193 node=N5334 type=observe q_typed_trust_context=4.466352 sequence=446.176831
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=194 node=N5373 type=observe q_typed_trust_context=7.025733 sequence=453.202564
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=195 node=N5202 type=observe q_typed_trust_context=7.270452 sequence=460.473016
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=196 node=N7382 type=observe q_typed_trust_context=0.674993 sequence=461.148009
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=197 node=N765 type=observe q_typed_trust_context=6.449552 sequence=467.597561
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=198 node=N719 type=observe q_typed_trust_context=4.796221 sequence=472.393781
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=199 node=N699 type=observe q_typed_trust_context=7.182109 sequence=479.575891
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=200 node=N734 type=observe q_typed_trust_context=1.612919 sequence=481.188809
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=201 node=N764 type=observe q_typed_trust_context=5.958879 sequence=487.147688
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=202 node=N708 type=observe q_typed_trust_context=4.646582 sequence=491.794270
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=203 node=N7383 type=observe q_typed_trust_context=1.000764 sequence=492.795034
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=204 node=N771 type=observe q_typed_trust_context=6.128700 sequence=498.923734
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=205 node=N1351 type=observe q_typed_trust_context=5.388467 sequence=504.312201
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=206 node=N684 type=observe q_typed_trust_context=1.511797 sequence=505.823998
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=207 node=N7380 type=observe q_typed_trust_context=6.031855 sequence=511.855853
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=208 node=N686 type=observe q_typed_trust_context=5.185237 sequence=517.041090
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=209 node=N6677 type=observe q_typed_trust_context=3.152798 sequence=520.193888
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=210 node=N729 type=observe q_typed_trust_context=4.812231 sequence=525.006119
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=211 node=N689 type=observe q_typed_trust_context=1.415871 sequence=526.421990
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=212 node=N5735 type=observe q_typed_trust_context=6.265327 sequence=532.687317
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=213 node=N763 type=observe q_typed_trust_context=6.012564 sequence=538.699881
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=214 node=N2271 type=observe q_typed_trust_context=4.482703 sequence=543.182584
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=215 node=N5094 type=observe q_typed_trust_context=1.101574 sequence=544.284158
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=216 node=N7433 type=observe q_typed_trust_context=6.442731 sequence=550.726889
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=217 node=N2072 type=observe q_typed_trust_context=6.083770 sequence=556.810659
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=218 node=N2267 type=observe q_typed_trust_context=4.643997 sequence=561.454656
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=219 node=N695 type=observe q_typed_trust_context=6.052880 sequence=567.507536
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=220 node=N6581 type=observe q_typed_trust_context=6.371238 sequence=573.878774
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=221 node=N2263 type=observe q_typed_trust_context=5.350865 sequence=579.229640
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=222 node=N696 type=observe q_typed_trust_context=4.343275 sequence=583.572914
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=223 node=N2259 type=observe q_typed_trust_context=2.674570 sequence=586.247484
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=224 node=N7447 type=observe q_typed_trust_context=2.556757 sequence=588.804241
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=225 node=N697 type=observe q_typed_trust_context=5.086517 sequence=593.890758
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=226 node=N2243 type=observe q_typed_trust_context=5.650928 sequence=599.541686
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=227 node=N6660 type=observe q_typed_trust_context=3.542501 sequence=603.084186
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=228 node=N5111 type=observe q_typed_trust_context=5.684759 sequence=608.768945
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=229 node=N7443 type=observe q_typed_trust_context=4.150379 sequence=612.919324
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=230 node=N5160 type=observe q_typed_trust_context=5.296625 sequence=618.215948
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=231 node=N2251 type=observe q_typed_trust_context=4.341279 sequence=622.557227
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=232 node=N2159 type=observe q_typed_trust_context=1.520714 sequence=624.077941
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=233 node=N6656 type=observe q_typed_trust_context=1.169910 sequence=625.247851
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=234 node=N2247 type=observe q_typed_trust_context=3.092311 sequence=628.340162
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=235 node=N7444 type=observe q_typed_trust_context=4.161714 sequence=632.501876
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=236 node=N1352 type=observe q_typed_trust_context=3.422521 sequence=635.924397
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=237 node=N6658 type=observe q_typed_trust_context=5.831149 sequence=641.755547
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=238 node=N680 type=observe q_typed_trust_context=3.244966 sequence=645.000512
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=239 node=N732 type=observe q_typed_trust_context=3.779005 sequence=648.779517
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=240 node=N2216 type=observe q_typed_trust_context=3.726883 sequence=652.506401
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=241 node=N2218 type=observe q_typed_trust_context=3.688295 sequence=656.194695
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=242 node=N2255 type=observe q_typed_trust_context=3.965732 sequence=660.160428
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=243 node=N7452 type=observe q_typed_trust_context=3.328736 sequence=663.489164
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=244 node=N4900 type=observe q_typed_trust_context=6.234644 sequence=669.723808
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=245 node=N6537 type=observe q_typed_trust_context=1.737069 sequence=671.460878
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=246 node=N2185 type=observe q_typed_trust_context=4.163321 sequence=675.624198
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=247 node=N3009 type=control1 q_typed_trust_context=1.077546 sequence=676.701744
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=248 node=N8790 type=control1 q_typed_trust_context=3.818441 sequence=680.520185
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=249 node=N717 type=observe q_typed_trust_context=3.185042 sequence=683.705226
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=250 node=N8240 type=control1 q_typed_trust_context=3.087063 sequence=686.792289
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=251 node=N6680 type=observe q_typed_trust_context=0.981273 sequence=687.773562
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=252 node=N2203 type=observe q_typed_trust_context=3.776321 sequence=691.549883
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=253 node=N8789 type=control1 q_typed_trust_context=5.986014 sequence=697.535897
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=254 node=N735 type=observe q_typed_trust_context=6.005476 sequence=703.541373
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=255 node=N2205 type=observe q_typed_trust_context=5.992480 sequence=709.533853
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=256 node=N7440 type=observe q_typed_trust_context=5.821104 sequence=715.354957
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=257 node=N7542 type=control0 q_typed_trust_context=0.966849 sequence=716.321805
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=258 node=N8607 type=control1 q_typed_trust_context=5.793589 sequence=722.115394
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=259 node=N8239 type=control1 q_typed_trust_context=5.409319 sequence=727.524713
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=260 node=N3067 type=control1 q_typed_trust_context=0.494676 sequence=728.019388
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=261 node=N652 type=control1 q_typed_trust_context=6.105741 sequence=734.125130
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=262 node=N8238 type=control1 q_typed_trust_context=6.689003 sequence=740.814133
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=263 node=N8606 type=control1 q_typed_trust_context=5.015997 sequence=745.830129
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=264 node=N8237 type=control1 q_typed_trust_context=3.992378 sequence=749.822507
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=265 node=N902 type=control1 q_typed_trust_context=4.494339 sequence=754.316846
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=266 node=N1599 type=observe q_typed_trust_context=5.360586 sequence=759.677431
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=267 node=N8605 type=control1 q_typed_trust_context=4.037136 sequence=763.714568
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=268 node=N2201 type=observe q_typed_trust_context=5.940493 sequence=769.655061
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=269 node=N8236 type=control1 q_typed_trust_context=7.251458 sequence=776.906519
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=270 node=N733 type=observe q_typed_trust_context=6.594408 sequence=783.500927
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=271 node=N515 type=control1 q_typed_trust_context=7.069447 sequence=790.570374
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=272 node=N2226 type=observe q_typed_trust_context=6.610181 sequence=797.180556
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=273 node=N6562 type=observe q_typed_trust_context=6.649580 sequence=803.830135
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=274 node=N1598 type=observe q_typed_trust_context=0.317798 sequence=804.147933
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=275 node=N2212 type=observe q_typed_trust_context=4.001761 sequence=808.149695
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=276 node=N7425 type=observe q_typed_trust_context=5.870889 sequence=814.020583
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=277 node=N1348 type=observe q_typed_trust_context=6.289163 sequence=820.309746
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=278 node=N8470 type=observe q_typed_trust_context=4.773987 sequence=825.083733
[b15-round6/cone_rank/best_final_horizon/q_typed_trust_context/a0.10/d16] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_rank/best_final_horizon/q_typed_trust_context/alpha_0p10_decay_16/plans/iscas99__b15_1__greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
